Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Australian Capital Territory,Australia,-35.4735,149.0124,21-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,21-05-2020,3084,48,2648,388,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,21-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,21-05-2020,1058,6,1040,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,21-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,21-05-2020,228,13,198,17,Western Pacific
Victoria,Australia,-37.8136,144.9631,21-05-2020,1593,18,1479,96,Western Pacific
Western Australia,Australia,-31.9505,115.8605,21-05-2020,557,9,545,3,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,22-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,22-05-2020,3086,48,2653,385,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,22-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,22-05-2020,1060,6,1041,13,Western Pacific
South Australia,Australia,-34.9285,138.6007,22-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,22-05-2020,228,13,199,16,Western Pacific
Victoria,Australia,-37.8136,144.9631,22-05-2020,1593,18,1479,96,Western Pacific
Western Australia,Australia,-31.9505,115.8605,22-05-2020,557,9,545,3,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,23-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,23-05-2020,3087,48,2653,386,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,23-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,23-05-2020,1061,6,1041,14,Western Pacific
South Australia,Australia,-34.9285,138.6007,23-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,23-05-2020,228,13,199,16,Western Pacific
Victoria,Australia,-37.8136,144.9631,23-05-2020,1603,19,1498,86,Western Pacific
Western Australia,Australia,-31.9505,115.8605,23-05-2020,560,9,549,2,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,24-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,24-05-2020,3090,48,2656,386,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,24-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,24-05-2020,1056,6,1038,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,24-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,24-05-2020,228,13,200,15,Western Pacific
Victoria,Australia,-37.8136,144.9631,24-05-2020,1605,19,1520,66,Western Pacific
Western Australia,Australia,-31.9505,115.8605,24-05-2020,560,9,549,2,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,25-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,25-05-2020,3092,48,2661,383,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,25-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,25-05-2020,1057,6,1039,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,25-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,25-05-2020,228,13,202,13,Western Pacific
Victoria,Australia,-37.8136,144.9631,25-05-2020,1610,19,1533,58,Western Pacific
Western Australia,Australia,-31.9505,115.8605,25-05-2020,564,9,549,6,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,26-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,26-05-2020,3089,48,2663,378,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,26-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,26-05-2020,1058,7,1044,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,26-05-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,26-05-2020,228,13,203,12,Western Pacific
Victoria,Australia,-37.8136,144.9631,26-05-2020,1618,19,1533,66,Western Pacific
Western Australia,Australia,-31.9505,115.8605,26-05-2020,570,9,549,12,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,27-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,27-05-2020,3090,48,2670,372,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,27-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,27-05-2020,1058,7,1045,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,27-05-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,27-05-2020,228,13,203,12,Western Pacific
Victoria,Australia,-37.8136,144.9631,27-05-2020,1628,19,1544,65,Western Pacific
Western Australia,Australia,-31.9505,115.8605,27-05-2020,570,9,549,12,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,28-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,28-05-2020,3092,48,2666,378,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,28-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,28-05-2020,1058,7,1045,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,28-05-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,28-05-2020,228,13,203,12,Western Pacific
Victoria,Australia,-37.8136,144.9631,28-05-2020,1634,19,1544,71,Western Pacific
Western Australia,Australia,-31.9505,115.8605,28-05-2020,577,9,550,18,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,29-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,29-05-2020,3092,48,2683,361,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,29-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,29-05-2020,1058,7,1045,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,29-05-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,29-05-2020,228,13,205,10,Western Pacific
Victoria,Australia,-37.8136,144.9631,29-05-2020,1645,19,1553,73,Western Pacific
Western Australia,Australia,-31.9505,115.8605,29-05-2020,585,9,551,25,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,30-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,30-05-2020,3095,48,2685,362,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,30-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,30-05-2020,1058,7,1046,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,30-05-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,30-05-2020,228,13,206,9,Western Pacific
Victoria,Australia,-37.8136,144.9631,30-05-2020,1649,19,1557,73,Western Pacific
Western Australia,Australia,-31.9505,115.8605,30-05-2020,586,9,552,25,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,31-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,31-05-2020,3098,48,2685,365,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,31-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,31-05-2020,1058,7,1046,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,31-05-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,31-05-2020,228,13,207,8,Western Pacific
Victoria,Australia,-37.8136,144.9631,31-05-2020,1653,19,1560,74,Western Pacific
Western Australia,Australia,-31.9505,115.8605,31-05-2020,589,9,552,28,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,01-06-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,01-06-2020,3104,48,2687,369,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,01-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,01-06-2020,1059,6,1048,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,01-06-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,01-06-2020,228,13,207,8,Western Pacific
Victoria,Australia,-37.8136,144.9631,01-06-2020,1663,19,1563,81,Western Pacific
Western Australia,Australia,-31.9505,115.8605,01-06-2020,591,9,553,29,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,02-06-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,02-06-2020,3104,48,2691,365,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,02-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,02-06-2020,1059,6,1047,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,02-06-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,02-06-2020,228,13,208,7,Western Pacific
Victoria,Australia,-37.8136,144.9631,02-06-2020,1670,19,1569,82,Western Pacific
Western Australia,Australia,-31.9505,115.8605,02-06-2020,592,9,553,30,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,03-06-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,03-06-2020,3106,48,2700,358,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,03-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,03-06-2020,1060,6,1046,8,Western Pacific
South Australia,Australia,-34.9285,138.6007,03-06-2020,440,4,435,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,03-06-2020,228,13,208,7,Western Pacific
Victoria,Australia,-37.8136,144.9631,03-06-2020,1678,19,1569,90,Western Pacific
Western Australia,Australia,-31.9505,115.8605,03-06-2020,592,9,557,26,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,04-06-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,04-06-2020,3110,48,2714,348,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,04-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,04-06-2020,1060,6,1049,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,04-06-2020,440,4,436,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,04-06-2020,228,13,208,7,Western Pacific
Victoria,Australia,-37.8136,144.9631,04-06-2020,1681,19,1586,76,Western Pacific
Western Australia,Australia,-31.9505,115.8605,04-06-2020,592,9,557,26,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,05-06-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,05-06-2020,3110,48,2719,343,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,05-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,05-06-2020,1061,6,1049,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,05-06-2020,440,4,436,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,05-06-2020,228,13,208,7,Western Pacific
Victoria,Australia,-37.8136,144.9631,05-06-2020,1681,19,1586,76,Western Pacific
Western Australia,Australia,-31.9505,115.8605,05-06-2020,596,9,557,30,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,06-06-2020,108,3,104,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,06-06-2020,3109,48,2723,338,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,06-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,06-06-2020,1061,6,1050,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,06-06-2020,440,4,436,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,06-06-2020,228,13,209,6,Western Pacific
Victoria,Australia,-37.8136,144.9631,06-06-2020,1685,19,1593,73,Western Pacific
Western Australia,Australia,-31.9505,115.8605,06-06-2020,599,9,559,31,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,07-06-2020,108,3,104,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,07-06-2020,3112,48,2724,340,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,07-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,07-06-2020,1062,6,1050,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,07-06-2020,440,4,436,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,07-06-2020,228,13,209,6,Western Pacific
Victoria,Australia,-37.8136,144.9631,07-06-2020,1687,19,1595,73,Western Pacific
Western Australia,Australia,-31.9505,115.8605,07-06-2020,599,9,559,31,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,08-06-2020,108,3,104,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,08-06-2020,3114,48,2729,337,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,08-06-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,08-06-2020,1062,6,1051,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,08-06-2020,440,4,436,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,08-06-2020,228,13,209,6,Western Pacific
Victoria,Australia,-37.8136,144.9631,08-06-2020,1687,19,1602,66,Western Pacific
Western Australia,Australia,-31.9505,115.8605,08-06-2020,599,9,560,30,Western Pacific
